nid,x_mm,y_mm,z_mm,ix,iy,iz
3628,1.875,4.166666666666666,0.0,55,10,2
3629,1.875,4.166666666666666,0.5,55,10,3
3630,1.875,4.166666666666666,1.0,55,10,4
3631,1.875,5.208333333333333,-1.0,55,11,0
3632,1.875,5.208333333333333,-0.5,55,11,1
3633,1.875,5.208333333333333,0.0,55,11,2
3634,1.875,5.208333333333333,0.5,55,11,3
3635,1.875,5.208333333333333,1.0,55,11,4
3636,1.875,6.25,-1.0,55,12,0
3637,1.875,6.25,-0.5,55,12,1
3638,1.875,6.25,0.0,55,12,2
3639,1.875,6.25,0.5,55,12,3
3640,1.875,6.25,1.0,55,12,4
3641,3.75,-6.25,-1.0,56,0,0
3642,3.75,-6.25,-0.5,56,0,1
3643,3.75,-6.25,0.0,56,0,2
3644,3.75,-6.25,0.5,56,0,3
3645,3.75,-6.25,1.0,56,0,4
3646,3.75,-5.208333333333334,-1.0,56,1,0
3647,3.75,-5.208333333333334,-0.5,56,1,1
3648,3.75,-5.208333333333334,0.0,56,1,2
3649,3.75,-5.208333333333334,0.5,56,1,3
3650,3.75,-5.208333333333334,1.0,56,1,4
3651,3.75,-4.166666666666667,-1.0,56,2,0
3652,3.75,-4.166666666666667,-0.5,56,2,1
3653,3.75,-4.166666666666667,0.0,56,2,2
3654,3.75,-4.166666666666667,0.5,56,2,3
3655,3.75,-4.166666666666667,1.0,56,2,4
3656,3.75,-3.125,-1.0,56,3,0
3657,3.75,-3.125,-0.5,56,3,1
3658,3.75,-3.125,0.0,56,3,2
3659,3.75,-3.125,0.5,56,3,3
3660,3.75,-3.125,1.0,56,3,4
3661,3.75,-2.0833333333333335,-1.0,56,4,0
3662,3.75,-2.0833333333333335,-0.5,56,4,1
3663,3.75,-2.0833333333333335,0.0,56,4,2
3664,3.75,-2.0833333333333335,0.5,56,4,3
3665,3.75,-2.0833333333333335,1.0,56,4,4
3666,3.75,-1.0416666666666672,-1.0,56,5,0
3667,3.75,-1.0416666666666672,-0.5,56,5,1
3668,3.75,-1.0416666666666672,0.0,56,5,2
3669,3.75,-1.0416666666666672,0.5,56,5,3
3670,3.75,-1.0416666666666672,1.0,56,5,4
3671,3.75,0.0,-1.0,56,6,0
3672,3.75,0.0,-0.5,56,6,1
3673,3.75,0.0,0.0,56,6,2
3674,3.75,0.0,0.5,56,6,3
3675,3.75,0.0,1.0,56,6,4
3676,3.75,1.0416666666666656,-1.0,56,7,0
3677,3.75,1.0416666666666656,-0.5,56,7,1
3678,3.75,1.0416666666666656,0.0,56,7,2
3679,3.75,1.0416666666666656,0.5,56,7,3
3680,3.75,1.0416666666666656,1.0,56,7,4
3681,3.75,2.083333333333333,-1.0,56,8,0
3682,3.75,2.083333333333333,-0.5,56,8,1
3683,3.75,2.083333333333333,0.0,56,8,2
3684,3.75,2.083333333333333,0.5,56,8,3
3685,3.75,2.083333333333333,1.0,56,8,4
3686,3.75,3.125,-1.0,56,9,0
3687,3.75,3.125,-0.5,56,9,1
3688,3.75,3.125,0.0,56,9,2
3689,3.75,3.125,0.5,56,9,3
3690,3.75,3.125,1.0,56,9,4
3691,3.75,4.166666666666666,-1.0,56,10,0
3692,3.75,4.166666666666666,-0.5,56,10,1
3693,3.75,4.166666666666666,0.0,56,10,2
3694,3.75,4.166666666666666,0.5,56,10,3
3695,3.75,4.166666666666666,1.0,56,10,4
3696,3.75,5.208333333333333,-1.0,56,11,0
3697,3.75,5.208333333333333,-0.5,56,11,1
3698,3.75,5.208333333333333,0.0,56,11,2
3699,3.75,5.208333333333333,0.5,56,11,3
3700,3.75,5.208333333333333,1.0,56,11,4
3701,3.75,6.25,-1.0,56,12,0
3702,3.75,6.25,-0.5,56,12,1
3703,3.75,6.25,0.0,56,12,2
3704,3.75,6.25,0.5,56,12,3
3705,3.75,6.25,1.0,56,12,4
3706,5.625,-6.25,-1.0,57,0,0
3707,5.625,-6.25,-0.5,57,0,1
3708,5.625,-6.25,0.0,57,0,2
3709,5.625,-6.25,0.5,57,0,3
3710,5.625,-6.25,1.0,57,0,4
3711,5.625,-5.208333333333334,-1.0,57,1,0
3712,5.625,-5.208333333333334,-0.5,57,1,1
3713,5.625,-5.208333333333334,0.0,57,1,2
3714,5.625,-5.208333333333334,0.5,57,1,3
3715,5.625,-5.208333333333334,1.0,57,1,4
3716,5.625,-4.166666666666667,-1.0,57,2,0
3717,5.625,-4.166666666666667,-0.5,57,2,1
3718,5.625,-4.166666666666667,0.0,57,2,2
3719,5.625,-4.166666666666667,0.5,57,2,3
3720,5.625,-4.166666666666667,1.0,57,2,4
3721,5.625,-3.125,-1.0,57,3,0
3722,5.625,-3.125,-0.5,57,3,1
3723,5.625,-3.125,0.0,57,3,2
3724,5.625,-3.125,0.5,57,3,3
3725,5.625,-3.125,1.0,57,3,4
3726,5.625,-2.0833333333333335,-1.0,57,4,0
3727,5.625,-2.0833333333333335,-0.5,57,4,1
3728,5.625,-2.0833333333333335,0.0,57,4,2
3729,5.625,-2.0833333333333335,0.5,57,4,3
3730,5.625,-2.0833333333333335,1.0,57,4,4
3731,5.625,-1.0416666666666672,-1.0,57,5,0
3732,5.625,-1.0416666666666672,-0.5,57,5,1
3733,5.625,-1.0416666666666672,0.0,57,5,2
3734,5.625,-1.0416666666666672,0.5,57,5,3
3735,5.625,-1.0416666666666672,1.0,57,5,4
3736,5.625,0.0,-1.0,57,6,0
3737,5.625,0.0,-0.5,57,6,1
3738,5.625,0.0,0.0,57,6,2
3739,5.625,0.0,0.5,57,6,3
3740,5.625,0.0,1.0,57,6,4
3741,5.625,1.0416666666666656,-1.0,57,7,0
3742,5.625,1.0416666666666656,-0.5,57,7,1
3743,5.625,1.0416666666666656,0.0,57,7,2
3744,5.625,1.0416666666666656,0.5,57,7,3
3745,5.625,1.0416666666666656,1.0,57,7,4
3746,5.625,2.083333333333333,-1.0,57,8,0
3747,5.625,2.083333333333333,-0.5,57,8,1
3748,5.625,2.083333333333333,0.0,57,8,2
3749,5.625,2.083333333333333,0.5,57,8,3
3750,5.625,2.083333333333333,1.0,57,8,4
3751,5.625,3.125,-1.0,57,9,0
3752,5.625,3.125,-0.5,57,9,1
3753,5.625,3.125,0.0,57,9,2
3754,5.625,3.125,0.5,57,9,3
3755,5.625,3.125,1.0,57,9,4
3756,5.625,4.166666666666666,-1.0,57,10,0
3757,5.625,4.166666666666666,-0.5,57,10,1
3758,5.625,4.166666666666666,0.0,57,10,2
3759,5.625,4.166666666666666,0.5,57,10,3
3760,5.625,4.166666666666666,1.0,57,10,4
3761,5.625,5.208333333333333,-1.0,57,11,0
3762,5.625,5.208333333333333,-0.5,57,11,1
3763,5.625,5.208333333333333,0.0,57,11,2
3764,5.625,5.208333333333333,0.5,57,11,3
3765,5.625,5.208333333333333,1.0,57,11,4
3766,5.625,6.25,-1.0,57,12,0
3767,5.625,6.25,-0.5,57,12,1
3768,5.625,6.25,0.0,57,12,2
3769,5.625,6.25,0.5,57,12,3
3770,5.625,6.25,1.0,57,12,4
3771,7.5,-6.25,-1.0,58,0,0
3772,7.5,-6.25,-0.5,58,0,1
3773,7.5,-6.25,0.0,58,0,2
3774,7.5,-6.25,0.5,58,0,3
3775,7.5,-6.25,1.0,58,0,4
3776,7.5,-5.208333333333334,-1.0,58,1,0
3777,7.5,-5.208333333333334,-0.5,58,1,1
3778,7.5,-5.208333333333334,0.0,58,1,2
3779,7.5,-5.208333333333334,0.5,58,1,3
3780,7.5,-5.208333333333334,1.0,58,1,4
3781,7.5,-4.166666666666667,-1.0,58,2,0
3782,7.5,-4.166666666666667,-0.5,58,2,1
3783,7.5,-4.166666666666667,0.0,58,2,2
3784,7.5,-4.166666666666667,0.5,58,2,3
3785,7.5,-4.166666666666667,1.0,58,2,4
3786,7.5,-3.125,-1.0,58,3,0
3787,7.5,-3.125,-0.5,58,3,1
3788,7.5,-3.125,0.0,58,3,2
3789,7.5,-3.125,0.5,58,3,3
3790,7.5,-3.125,1.0,58,3,4
3791,7.5,-2.0833333333333335,-1.0,58,4,0
3792,7.5,-2.0833333333333335,-0.5,58,4,1
3793,7.5,-2.0833333333333335,0.0,58,4,2
3794,7.5,-2.0833333333333335,0.5,58,4,3
3795,7.5,-2.0833333333333335,1.0,58,4,4
3796,7.5,-1.0416666666666672,-1.0,58,5,0
3797,7.5,-1.0416666666666672,-0.5,58,5,1
3798,7.5,-1.0416666666666672,0.0,58,5,2
3799,7.5,-1.0416666666666672,0.5,58,5,3
3800,7.5,-1.0416666666666672,1.0,58,5,4
3801,7.5,0.0,-1.0,58,6,0
3802,7.5,0.0,-0.5,58,6,1
3803,7.5,0.0,0.0,58,6,2
3804,7.5,0.0,0.5,58,6,3
3805,7.5,0.0,1.0,58,6,4
3806,7.5,1.0416666666666656,-1.0,58,7,0
3807,7.5,1.0416666666666656,-0.5,58,7,1
3808,7.5,1.0416666666666656,0.0,58,7,2
3809,7.5,1.0416666666666656,0.5,58,7,3
3810,7.5,1.0416666666666656,1.0,58,7,4
3811,7.5,2.083333333333333,-1.0,58,8,0
3812,7.5,2.083333333333333,-0.5,58,8,1
3813,7.5,2.083333333333333,0.0,58,8,2
3814,7.5,2.083333333333333,0.5,58,8,3
3815,7.5,2.083333333333333,1.0,58,8,4
3816,7.5,3.125,-1.0,58,9,0
3817,7.5,3.125,-0.5,58,9,1
3818,7.5,3.125,0.0,58,9,2
3819,7.5,3.125,0.5,58,9,3
3820,7.5,3.125,1.0,58,9,4
3821,7.5,4.166666666666666,-1.0,58,10,0
3822,7.5,4.166666666666666,-0.5,58,10,1
3823,7.5,4.166666666666666,0.0,58,10,2
3824,7.5,4.166666666666666,0.5,58,10,3
3825,7.5,4.166666666666666,1.0,58,10,4
3826,7.5,5.208333333333333,-1.0,58,11,0
3827,7.5,5.208333333333333,-0.5,58,11,1
3828,7.5,5.208333333333333,0.0,58,11,2
3829,7.5,5.208333333333333,0.5,58,11,3
3830,7.5,5.208333333333333,1.0,58,11,4
3831,7.5,6.25,-1.0,58,12,0
3832,7.5,6.25,-0.5,58,12,1
3833,7.5,6.25,0.0,58,12,2
3834,7.5,6.25,0.5,58,12,3
3835,7.5,6.25,1.0,58,12,4
3836,9.375,-6.25,-1.0,59,0,0
3837,9.375,-6.25,-0.5,59,0,1
3838,9.375,-6.25,0.0,59,0,2
3839,9.375,-6.25,0.5,59,0,3
3840,9.375,-6.25,1.0,59,0,4
3841,9.375,-5.208333333333334,-1.0,59,1,0
3842,9.375,-5.208333333333334,-0.5,59,1,1
3843,9.375,-5.208333333333334,0.0,59,1,2
3844,9.375,-5.208333333333334,0.5,59,1,3
3845,9.375,-5.208333333333334,1.0,59,1,4
3846,9.375,-4.166666666666667,-1.0,59,2,0
3847,9.375,-4.166666666666667,-0.5,59,2,1
3848,9.375,-4.166666666666667,0.0,59,2,2
3849,9.375,-4.166666666666667,0.5,59,2,3
3850,9.375,-4.166666666666667,1.0,59,2,4
3851,9.375,-3.125,-1.0,59,3,0
3852,9.375,-3.125,-0.5,59,3,1
3853,9.375,-3.125,0.0,59,3,2
3854,9.375,-3.125,0.5,59,3,3
3855,9.375,-3.125,1.0,59,3,4
3856,9.375,-2.0833333333333335,-1.0,59,4,0
3857,9.375,-2.0833333333333335,-0.5,59,4,1
3858,9.375,-2.0833333333333335,0.0,59,4,2
3859,9.375,-2.0833333333333335,0.5,59,4,3
3860,9.375,-2.0833333333333335,1.0,59,4,4
3861,9.375,-1.0416666666666672,-1.0,59,5,0
3862,9.375,-1.0416666666666672,-0.5,59,5,1
3863,9.375,-1.0416666666666672,0.0,59,5,2
3864,9.375,-1.0416666666666672,0.5,59,5,3
3865,9.375,-1.0416666666666672,1.0,59,5,4
3866,9.375,0.0,-1.0,59,6,0
3867,9.375,0.0,-0.5,59,6,1
3868,9.375,0.0,0.0,59,6,2
3869,9.375,0.0,0.5,59,6,3
3870,9.375,0.0,1.0,59,6,4
3871,9.375,1.0416666666666656,-1.0,59,7,0
3872,9.375,1.0416666666666656,-0.5,59,7,1
3873,9.375,1.0416666666666656,0.0,59,7,2
3874,9.375,1.0416666666666656,0.5,59,7,3
3875,9.375,1.0416666666666656,1.0,59,7,4
3876,9.375,2.083333333333333,-1.0,59,8,0
3877,9.375,2.083333333333333,-0.5,59,8,1
3878,9.375,2.083333333333333,0.0,59,8,2
3879,9.375,2.083333333333333,0.5,59,8,3
3880,9.375,2.083333333333333,1.0,59,8,4
3881,9.375,3.125,-1.0,59,9,0
3882,9.375,3.125,-0.5,59,9,1
3883,9.375,3.125,0.0,59,9,2
3884,9.375,3.125,0.5,59,9,3
3885,9.375,3.125,1.0,59,9,4
3886,9.375,4.166666666666666,-1.0,59,10,0
3887,9.375,4.166666666666666,-0.5,59,10,1
3888,9.375,4.166666666666666,0.0,59,10,2
3889,9.375,4.166666666666666,0.5,59,10,3
3890,9.375,4.166666666666666,1.0,59,10,4
3891,9.375,5.208333333333333,-1.0,59,11,0
3892,9.375,5.208333333333333,-0.5,59,11,1
3893,9.375,5.208333333333333,0.0,59,11,2
3894,9.375,5.208333333333333,0.5,59,11,3
3895,9.375,5.208333333333333,1.0,59,11,4
3896,9.375,6.25,-1.0,59,12,0
3897,9.375,6.25,-0.5,59,12,1
3898,9.375,6.25,0.0,59,12,2
3899,9.375,6.25,0.5,59,12,3
3900,9.375,6.25,1.0,59,12,4
3901,11.25,-6.25,-1.0,60,0,0
3902,11.25,-6.25,-0.5,60,0,1
3903,11.25,-6.25,0.0,60,0,2
3904,11.25,-6.25,0.5,60,0,3
3905,11.25,-6.25,1.0,60,0,4
3906,11.25,-5.208333333333334,-1.0,60,1,0
3907,11.25,-5.208333333333334,-0.5,60,1,1
3908,11.25,-5.208333333333334,0.0,60,1,2
3909,11.25,-5.208333333333334,0.5,60,1,3
3910,11.25,-5.208333333333334,1.0,60,1,4
3911,11.25,-4.166666666666667,-1.0,60,2,0
3912,11.25,-4.166666666666667,-0.5,60,2,1
3913,11.25,-4.166666666666667,0.0,60,2,2
3914,11.25,-4.166666666666667,0.5,60,2,3
3915,11.25,-4.166666666666667,1.0,60,2,4
3916,11.25,-3.125,-1.0,60,3,0
3917,11.25,-3.125,-0.5,60,3,1
3918,11.25,-3.125,0.0,60,3,2
3919,11.25,-3.125,0.5,60,3,3
3920,11.25,-3.125,1.0,60,3,4
3921,11.25,-2.0833333333333335,-1.0,60,4,0
3922,11.25,-2.0833333333333335,-0.5,60,4,1
3923,11.25,-2.0833333333333335,0.0,60,4,2
3924,11.25,-2.0833333333333335,0.5,60,4,3
3925,11.25,-2.0833333333333335,1.0,60,4,4
3926,11.25,-1.0416666666666672,-1.0,60,5,0
3927,11.25,-1.0416666666666672,-0.5,60,5,1
3928,11.25,-1.0416666666666672,0.0,60,5,2
3929,11.25,-1.0416666666666672,0.5,60,5,3
3930,11.25,-1.0416666666666672,1.0,60,5,4
3931,11.25,0.0,-1.0,60,6,0
3932,11.25,0.0,-0.5,60,6,1
3933,11.25,0.0,0.0,60,6,2
3934,11.25,0.0,0.5,60,6,3
3935,11.25,0.0,1.0,60,6,4
3936,11.25,1.0416666666666656,-1.0,60,7,0
3937,11.25,1.0416666666666656,-0.5,60,7,1
3938,11.25,1.0416666666666656,0.0,60,7,2
3939,11.25,1.0416666666666656,0.5,60,7,3
3940,11.25,1.0416666666666656,1.0,60,7,4
3941,11.25,2.083333333333333,-1.0,60,8,0
3942,11.25,2.083333333333333,-0.5,60,8,1
3943,11.25,2.083333333333333,0.0,60,8,2
3944,11.25,2.083333333333333,0.5,60,8,3
3945,11.25,2.083333333333333,1.0,60,8,4
3946,11.25,3.125,-1.0,60,9,0
3947,11.25,3.125,-0.5,60,9,1
3948,11.25,3.125,0.0,60,9,2
3949,11.25,3.125,0.5,60,9,3
3950,11.25,3.125,1.0,60,9,4
3951,11.25,4.166666666666666,-1.0,60,10,0
3952,11.25,4.166666666666666,-0.5,60,10,1
3953,11.25,4.166666666666666,0.0,60,10,2
3954,11.25,4.166666666666666,0.5,60,10,3
3955,11.25,4.166666666666666,1.0,60,10,4
3956,11.25,5.208333333333333,-1.0,60,11,0
3957,11.25,5.208333333333333,-0.5,60,11,1
3958,11.25,5.208333333333333,0.0,60,11,2
3959,11.25,5.208333333333333,0.5,60,11,3
3960,11.25,5.208333333333333,1.0,60,11,4
3961,11.25,6.25,-1.0,60,12,0
3962,11.25,6.25,-0.5,60,12,1
3963,11.25,6.25,0.0,60,12,2
3964,11.25,6.25,0.5,60,12,3
3965,11.25,6.25,1.0,60,12,4
3966,13.125,-6.25,-1.0,61,0,0
3967,13.125,-6.25,-0.5,61,0,1
3968,13.125,-6.25,0.0,61,0,2
3969,13.125,-6.25,0.5,61,0,3
3970,13.125,-6.25,1.0,61,0,4
3971,13.125,-5.208333333333334,-1.0,61,1,0
3972,13.125,-5.208333333333334,-0.5,61,1,1
3973,13.125,-5.208333333333334,0.0,61,1,2
3974,13.125,-5.208333333333334,0.5,61,1,3
3975,13.125,-5.208333333333334,1.0,61,1,4
3976,13.125,-4.166666666666667,-1.0,61,2,0
3977,13.125,-4.166666666666667,-0.5,61,2,1
3978,13.125,-4.166666666666667,0.0,61,2,2
3979,13.125,-4.166666666666667,0.5,61,2,3
3980,13.125,-4.166666666666667,1.0,61,2,4
3981,13.125,-3.125,-1.0,61,3,0
3982,13.125,-3.125,-0.5,61,3,1
3983,13.125,-3.125,0.0,61,3,2
3984,13.125,-3.125,0.5,61,3,3
3985,13.125,-3.125,1.0,61,3,4
3986,13.125,-2.0833333333333335,-1.0,61,4,0
3987,13.125,-2.0833333333333335,-0.5,61,4,1
3988,13.125,-2.0833333333333335,0.0,61,4,2
3989,13.125,-2.0833333333333335,0.5,61,4,3
3990,13.125,-2.0833333333333335,1.0,61,4,4
3991,13.125,-1.0416666666666672,-1.0,61,5,0
3992,13.125,-1.0416666666666672,-0.5,61,5,1
3993,13.125,-1.0416666666666672,0.0,61,5,2
3994,13.125,-1.0416666666666672,0.5,61,5,3
3995,13.125,-1.0416666666666672,1.0,61,5,4
3996,13.125,0.0,-1.0,61,6,0
3997,13.125,0.0,-0.5,61,6,1
3998,13.125,0.0,0.0,61,6,2
3999,13.125,0.0,0.5,61,6,3
4000,13.125,0.0,1.0,61,6,4
4001,13.125,1.0416666666666656,-1.0,61,7,0
4002,13.125,1.0416666666666656,-0.5,61,7,1
4003,13.125,1.0416666666666656,0.0,61,7,2
4004,13.125,1.0416666666666656,0.5,61,7,3
4005,13.125,1.0416666666666656,1.0,61,7,4
4006,13.125,2.083333333333333,-1.0,61,8,0
4007,13.125,2.083333333333333,-0.5,61,8,1
4008,13.125,2.083333333333333,0.0,61,8,2
4009,13.125,2.083333333333333,0.5,61,8,3
4010,13.125,2.083333333333333,1.0,61,8,4
4011,13.125,3.125,-1.0,61,9,0
4012,13.125,3.125,-0.5,61,9,1
4013,13.125,3.125,0.0,61,9,2
4014,13.125,3.125,0.5,61,9,3
4015,13.125,3.125,1.0,61,9,4
4016,13.125,4.166666666666666,-1.0,61,10,0
4017,13.125,4.166666666666666,-0.5,61,10,1
4018,13.125,4.166666666666666,0.0,61,10,2
4019,13.125,4.166666666666666,0.5,61,10,3
4020,13.125,4.166666666666666,1.0,61,10,4
4021,13.125,5.208333333333333,-1.0,61,11,0
4022,13.125,5.208333333333333,-0.5,61,11,1
4023,13.125,5.208333333333333,0.0,61,11,2
4024,13.125,5.208333333333333,0.5,61,11,3
4025,13.125,5.208333333333333,1.0,61,11,4
4026,13.125,6.25,-1.0,61,12,0
4027,13.125,6.25,-0.5,61,12,1
4028,13.125,6.25,0.0,61,12,2
4029,13.125,6.25,0.5,61,12,3
4030,13.125,6.25,1.0,61,12,4
4031,15.0,-6.25,-1.0,62,0,0
4032,15.0,-6.25,-0.5,62,0,1
4033,15.0,-6.25,0.0,62,0,2
4034,15.0,-6.25,0.5,62,0,3
4035,15.0,-6.25,1.0,62,0,4
4036,15.0,-5.208333333333334,-1.0,62,1,0
4037,15.0,-5.208333333333334,-0.5,62,1,1
4038,15.0,-5.208333333333334,0.0,62,1,2
4039,15.0,-5.208333333333334,0.5,62,1,3
4040,15.0,-5.208333333333334,1.0,62,1,4
4041,15.0,-4.166666666666667,-1.0,62,2,0
4042,15.0,-4.166666666666667,-0.5,62,2,1
4043,15.0,-4.166666666666667,0.0,62,2,2
4044,15.0,-4.166666666666667,0.5,62,2,3
4045,15.0,-4.166666666666667,1.0,62,2,4
4046,15.0,-3.125,-1.0,62,3,0
4047,15.0,-3.125,-0.5,62,3,1
4048,15.0,-3.125,0.0,62,3,2
4049,15.0,-3.125,0.5,62,3,3
4050,15.0,-3.125,1.0,62,3,4
4051,15.0,-2.0833333333333335,-1.0,62,4,0
4052,15.0,-2.0833333333333335,-0.5,62,4,1
4053,15.0,-2.0833333333333335,0.0,62,4,2
4054,15.0,-2.0833333333333335,0.5,62,4,3
4055,15.0,-2.0833333333333335,1.0,62,4,4
4056,15.0,-1.0416666666666672,-1.0,62,5,0
4057,15.0,-1.0416666666666672,-0.5,62,5,1
4058,15.0,-1.0416666666666672,0.0,62,5,2
4059,15.0,-1.0416666666666672,0.5,62,5,3
4060,15.0,-1.0416666666666672,1.0,62,5,4
4061,15.0,0.0,-1.0,62,6,0
4062,15.0,0.0,-0.5,62,6,1
4063,15.0,0.0,0.0,62,6,2
4064,15.0,0.0,0.5,62,6,3
4065,15.0,0.0,1.0,62,6,4
4066,15.0,1.0416666666666656,-1.0,62,7,0
4067,15.0,1.0416666666666656,-0.5,62,7,1
4068,15.0,1.0416666666666656,0.0,62,7,2
4069,15.0,1.0416666666666656,0.5,62,7,3
4070,15.0,1.0416666666666656,1.0,62,7,4
4071,15.0,2.083333333333333,-1.0,62,8,0
4072,15.0,2.083333333333333,-0.5,62,8,1
4073,15.0,2.083333333333333,0.0,62,8,2
4074,15.0,2.083333333333333,0.5,62,8,3
4075,15.0,2.083333333333333,1.0,62,8,4
4076,15.0,3.125,-1.0,62,9,0
4077,15.0,3.125,-0.5,62,9,1
4078,15.0,3.125,0.0,62,9,2
4079,15.0,3.125,0.5,62,9,3
4080,15.0,3.125,1.0,62,9,4
4081,15.0,4.166666666666666,-1.0,62,10,0
4082,15.0,4.166666666666666,-0.5,62,10,1
4083,15.0,4.166666666666666,0.0,62,10,2
4084,15.0,4.166666666666666,0.5,62,10,3
4085,15.0,4.166666666666666,1.0,62,10,4
4086,15.0,5.208333333333333,-1.0,62,11,0
4087,15.0,5.208333333333333,-0.5,62,11,1
4088,15.0,5.208333333333333,0.0,62,11,2
4089,15.0,5.208333333333333,0.5,62,11,3
4090,15.0,5.208333333333333,1.0,62,11,4
4091,15.0,6.25,-1.0,62,12,0
4092,15.0,6.25,-0.5,62,12,1
4093,15.0,6.25,0.0,62,12,2
4094,15.0,6.25,0.5,62,12,3
4095,15.0,6.25,1.0,62,12,4
4096,16.875,-6.25,-1.0,63,0,0
4097,16.875,-6.25,-0.5,63,0,1
4098,16.875,-6.25,0.0,63,0,2
4099,16.875,-6.25,0.5,63,0,3
4100,16.875,-6.25,1.0,63,0,4
4101,16.875,-5.208333333333334,-1.0,63,1,0
4102,16.875,-5.208333333333334,-0.5,63,1,1
4103,16.875,-5.208333333333334,0.0,63,1,2
4104,16.875,-5.208333333333334,0.5,63,1,3
4105,16.875,-5.208333333333334,1.0,63,1,4
4106,16.875,-4.166666666666667,-1.0,63,2,0
4107,16.875,-4.166666666666667,-0.5,63,2,1
4108,16.875,-4.166666666666667,0.0,63,2,2
4109,16.875,-4.166666666666667,0.5,63,2,3
4110,16.875,-4.166666666666667,1.0,63,2,4
4111,16.875,-3.125,-1.0,63,3,0
4112,16.875,-3.125,-0.5,63,3,1
4113,16.875,-3.125,0.0,63,3,2
4114,16.875,-3.125,0.5,63,3,3
4115,16.875,-3.125,1.0,63,3,4
4116,16.875,-2.0833333333333335,-1.0,63,4,0
4117,16.875,-2.0833333333333335,-0.5,63,4,1
4118,16.875,-2.0833333333333335,0.0,63,4,2
4119,16.875,-2.0833333333333335,0.5,63,4,3
4120,16.875,-2.0833333333333335,1.0,63,4,4
4121,16.875,-1.0416666666666672,-1.0,63,5,0
4122,16.875,-1.0416666666666672,-0.5,63,5,1
4123,16.875,-1.0416666666666672,0.0,63,5,2
4124,16.875,-1.0416666666666672,0.5,63,5,3
4125,16.875,-1.0416666666666672,1.0,63,5,4
4126,16.875,0.0,-1.0,63,6,0
4127,16.875,0.0,-0.5,63,6,1
4128,16.875,0.0,0.0,63,6,2
4129,16.875,0.0,0.5,63,6,3
4130,16.875,0.0,1.0,63,6,4
4131,16.875,1.0416666666666656,-1.0,63,7,0
4132,16.875,1.0416666666666656,-0.5,63,7,1
4133,16.875,1.0416666666666656,0.0,63,7,2
4134,16.875,1.0416666666666656,0.5,63,7,3
4135,16.875,1.0416666666666656,1.0,63,7,4
4136,16.875,2.083333333333333,-1.0,63,8,0
4137,16.875,2.083333333333333,-0.5,63,8,1
4138,16.875,2.083333333333333,0.0,63,8,2
4139,16.875,2.083333333333333,0.5,63,8,3
4140,16.875,2.083333333333333,1.0,63,8,4
4141,16.875,3.125,-1.0,63,9,0
4142,16.875,3.125,-0.5,63,9,1
4143,16.875,3.125,0.0,63,9,2
4144,16.875,3.125,0.5,63,9,3
4145,16.875,3.125,1.0,63,9,4
4146,16.875,4.166666666666666,-1.0,63,10,0
4147,16.875,4.166666666666666,-0.5,63,10,1
4148,16.875,4.166666666666666,0.0,63,10,2
4149,16.875,4.166666666666666,0.5,63,10,3
4150,16.875,4.166666666666666,1.0,63,10,4
4151,16.875,5.208333333333333,-1.0,63,11,0
4152,16.875,5.208333333333333,-0.5,63,11,1
4153,16.875,5.208333333333333,0.0,63,11,2
4154,16.875,5.208333333333333,0.5,63,11,3
4155,16.875,5.208333333333333,1.0,63,11,4
4156,16.875,6.25,-1.0,63,12,0
4157,16.875,6.25,-0.5,63,12,1
4158,16.875,6.25,0.0,63,12,2
4159,16.875,6.25,0.5,63,12,3
4160,16.875,6.25,1.0,63,12,4
4161,18.75,-6.25,-1.0,64,0,0
4162,18.75,-6.25,-0.5,64,0,1
4163,18.75,-6.25,0.0,64,0,2
4164,18.75,-6.25,0.5,64,0,3
4165,18.75,-6.25,1.0,64,0,4
4166,18.75,-5.208333333333334,-1.0,64,1,0
4167,18.75,-5.208333333333334,-0.5,64,1,1
4168,18.75,-5.208333333333334,0.0,64,1,2
4169,18.75,-5.208333333333334,0.5,64,1,3
4170,18.75,-5.208333333333334,1.0,64,1,4
4171,18.75,-4.166666666666667,-1.0,64,2,0
4172,18.75,-4.166666666666667,-0.5,64,2,1
4173,18.75,-4.166666666666667,0.0,64,2,2
4174,18.75,-4.166666666666667,0.5,64,2,3
4175,18.75,-4.166666666666667,1.0,64,2,4
4176,18.75,-3.125,-1.0,64,3,0
4177,18.75,-3.125,-0.5,64,3,1
4178,18.75,-3.125,0.0,64,3,2
4179,18.75,-3.125,0.5,64,3,3
4180,18.75,-3.125,1.0,64,3,4
4181,18.75,-2.0833333333333335,-1.0,64,4,0
4182,18.75,-2.0833333333333335,-0.5,64,4,1
4183,18.75,-2.0833333333333335,0.0,64,4,2
4184,18.75,-2.0833333333333335,0.5,64,4,3
4185,18.75,-2.0833333333333335,1.0,64,4,4
4186,18.75,-1.0416666666666672,-1.0,64,5,0
4187,18.75,-1.0416666666666672,-0.5,64,5,1
4188,18.75,-1.0416666666666672,0.0,64,5,2
4189,18.75,-1.0416666666666672,0.5,64,5,3
4190,18.75,-1.0416666666666672,1.0,64,5,4
4191,18.75,0.0,-1.0,64,6,0
4192,18.75,0.0,-0.5,64,6,1
4193,18.75,0.0,0.0,64,6,2
4194,18.75,0.0,0.5,64,6,3
4195,18.75,0.0,1.0,64,6,4
4196,18.75,1.0416666666666656,-1.0,64,7,0
