nid,x_mm,y_mm,z_mm,ix,iy,iz
566,-87.5,6.25,-1.0,8,9,0
567,-87.5,6.25,-0.5,8,9,1
568,-87.5,6.25,0.0,8,9,2
569,-87.5,6.25,0.5,8,9,3
570,-87.5,6.25,1.0,8,9,4
571,-87.5,8.333333333333332,-1.0,8,10,0
572,-87.5,8.333333333333332,-0.5,8,10,1
573,-87.5,8.333333333333332,0.0,8,10,2
574,-87.5,8.333333333333332,0.5,8,10,3
575,-87.5,8.333333333333332,1.0,8,10,4
576,-87.5,10.416666666666666,-1.0,8,11,0
577,-87.5,10.416666666666666,-0.5,8,11,1
578,-87.5,10.416666666666666,0.0,8,11,2
579,-87.5,10.416666666666666,0.5,8,11,3
580,-87.5,10.416666666666666,1.0,8,11,4
581,-87.5,12.5,-1.0,8,12,0
582,-87.5,12.5,-0.5,8,12,1
583,-87.5,12.5,0.0,8,12,2
584,-87.5,12.5,0.5,8,12,3
585,-87.5,12.5,1.0,8,12,4
586,-85.0,-12.5,-1.0,9,0,0
587,-85.0,-12.5,-0.5,9,0,1
588,-85.0,-12.5,0.0,9,0,2
589,-85.0,-12.5,0.5,9,0,3
590,-85.0,-12.5,1.0,9,0,4
591,-85.0,-10.416666666666668,-1.0,9,1,0
592,-85.0,-10.416666666666668,-0.5,9,1,1
593,-85.0,-10.416666666666668,0.0,9,1,2
594,-85.0,-10.416666666666668,0.5,9,1,3
595,-85.0,-10.416666666666668,1.0,9,1,4
596,-85.0,-8.333333333333334,-1.0,9,2,0
597,-85.0,-8.333333333333334,-0.5,9,2,1
598,-85.0,-8.333333333333334,0.0,9,2,2
599,-85.0,-8.333333333333334,0.5,9,2,3
600,-85.0,-8.333333333333334,1.0,9,2,4
601,-85.0,-6.25,-1.0,9,3,0
602,-85.0,-6.25,-0.5,9,3,1
603,-85.0,-6.25,0.0,9,3,2
604,-85.0,-6.25,0.5,9,3,3
605,-85.0,-6.25,1.0,9,3,4
606,-85.0,-4.166666666666667,-1.0,9,4,0
607,-85.0,-4.166666666666667,-0.5,9,4,1
608,-85.0,-4.166666666666667,0.0,9,4,2
609,-85.0,-4.166666666666667,0.5,9,4,3
610,-85.0,-4.166666666666667,1.0,9,4,4
611,-85.0,-2.0833333333333344,-1.0,9,5,0
612,-85.0,-2.0833333333333344,-0.5,9,5,1
613,-85.0,-2.0833333333333344,0.0,9,5,2
614,-85.0,-2.0833333333333344,0.5,9,5,3
615,-85.0,-2.0833333333333344,1.0,9,5,4
616,-85.0,0.0,-1.0,9,6,0
617,-85.0,0.0,-0.5,9,6,1
618,-85.0,0.0,0.0,9,6,2
619,-85.0,0.0,0.5,9,6,3
620,-85.0,0.0,1.0,9,6,4
621,-85.0,2.0833333333333313,-1.0,9,7,0
622,-85.0,2.0833333333333313,-0.5,9,7,1
623,-85.0,2.0833333333333313,0.0,9,7,2
624,-85.0,2.0833333333333313,0.5,9,7,3
625,-85.0,2.0833333333333313,1.0,9,7,4
626,-85.0,4.166666666666666,-1.0,9,8,0
627,-85.0,4.166666666666666,-0.5,9,8,1
628,-85.0,4.166666666666666,0.0,9,8,2
629,-85.0,4.166666666666666,0.5,9,8,3
630,-85.0,4.166666666666666,1.0,9,8,4
631,-85.0,6.25,-1.0,9,9,0
632,-85.0,6.25,-0.5,9,9,1
633,-85.0,6.25,0.0,9,9,2
634,-85.0,6.25,0.5,9,9,3
635,-85.0,6.25,1.0,9,9,4
636,-85.0,8.333333333333332,-1.0,9,10,0
637,-85.0,8.333333333333332,-0.5,9,10,1
638,-85.0,8.333333333333332,0.0,9,10,2
639,-85.0,8.333333333333332,0.5,9,10,3
640,-85.0,8.333333333333332,1.0,9,10,4
641,-85.0,10.416666666666666,-1.0,9,11,0
642,-85.0,10.416666666666666,-0.5,9,11,1
643,-85.0,10.416666666666666,0.0,9,11,2
644,-85.0,10.416666666666666,0.5,9,11,3
645,-85.0,10.416666666666666,1.0,9,11,4
646,-85.0,12.5,-1.0,9,12,0
647,-85.0,12.5,-0.5,9,12,1
648,-85.0,12.5,0.0,9,12,2
649,-85.0,12.5,0.5,9,12,3
650,-85.0,12.5,1.0,9,12,4
651,-82.5,-12.5,-1.0,10,0,0
652,-82.5,-12.5,-0.5,10,0,1
653,-82.5,-12.5,0.0,10,0,2
654,-82.5,-12.5,0.5,10,0,3
655,-82.5,-12.5,1.0,10,0,4
656,-82.5,-10.416666666666668,-1.0,10,1,0
657,-82.5,-10.416666666666668,-0.5,10,1,1
658,-82.5,-10.416666666666668,0.0,10,1,2
659,-82.5,-10.416666666666668,0.5,10,1,3
660,-82.5,-10.416666666666668,1.0,10,1,4
661,-82.5,-8.333333333333334,-1.0,10,2,0
662,-82.5,-8.333333333333334,-0.5,10,2,1
663,-82.5,-8.333333333333334,0.0,10,2,2
664,-82.5,-8.333333333333334,0.5,10,2,3
665,-82.5,-8.333333333333334,1.0,10,2,4
666,-82.5,-6.25,-1.0,10,3,0
667,-82.5,-6.25,-0.5,10,3,1
668,-82.5,-6.25,0.0,10,3,2
669,-82.5,-6.25,0.5,10,3,3
670,-82.5,-6.25,1.0,10,3,4
671,-82.5,-4.166666666666667,-1.0,10,4,0
672,-82.5,-4.166666666666667,-0.5,10,4,1
673,-82.5,-4.166666666666667,0.0,10,4,2
674,-82.5,-4.166666666666667,0.5,10,4,3
675,-82.5,-4.166666666666667,1.0,10,4,4
676,-82.5,-2.0833333333333344,-1.0,10,5,0
677,-82.5,-2.0833333333333344,-0.5,10,5,1
678,-82.5,-2.0833333333333344,0.0,10,5,2
679,-82.5,-2.0833333333333344,0.5,10,5,3
680,-82.5,-2.0833333333333344,1.0,10,5,4
681,-82.5,0.0,-1.0,10,6,0
682,-82.5,0.0,-0.5,10,6,1
683,-82.5,0.0,0.0,10,6,2
684,-82.5,0.0,0.5,10,6,3
685,-82.5,0.0,1.0,10,6,4
686,-82.5,2.0833333333333313,-1.0,10,7,0
687,-82.5,2.0833333333333313,-0.5,10,7,1
688,-82.5,2.0833333333333313,0.0,10,7,2
689,-82.5,2.0833333333333313,0.5,10,7,3
690,-82.5,2.0833333333333313,1.0,10,7,4
691,-82.5,4.166666666666666,-1.0,10,8,0
692,-82.5,4.166666666666666,-0.5,10,8,1
693,-82.5,4.166666666666666,0.0,10,8,2
694,-82.5,4.166666666666666,0.5,10,8,3
695,-82.5,4.166666666666666,1.0,10,8,4
696,-82.5,6.25,-1.0,10,9,0
697,-82.5,6.25,-0.5,10,9,1
698,-82.5,6.25,0.0,10,9,2
699,-82.5,6.25,0.5,10,9,3
700,-82.5,6.25,1.0,10,9,4
701,-82.5,8.333333333333332,-1.0,10,10,0
702,-82.5,8.333333333333332,-0.5,10,10,1
703,-82.5,8.333333333333332,0.0,10,10,2
704,-82.5,8.333333333333332,0.5,10,10,3
705,-82.5,8.333333333333332,1.0,10,10,4
706,-82.5,10.416666666666666,-1.0,10,11,0
707,-82.5,10.416666666666666,-0.5,10,11,1
708,-82.5,10.416666666666666,0.0,10,11,2
709,-82.5,10.416666666666666,0.5,10,11,3
710,-82.5,10.416666666666666,1.0,10,11,4
711,-82.5,12.5,-1.0,10,12,0
712,-82.5,12.5,-0.5,10,12,1
713,-82.5,12.5,0.0,10,12,2
714,-82.5,12.5,0.5,10,12,3
715,-82.5,12.5,1.0,10,12,4
716,-80.0,-12.5,-1.0,11,0,0
717,-80.0,-12.5,-0.5,11,0,1
718,-80.0,-12.5,0.0,11,0,2
719,-80.0,-12.5,0.5,11,0,3
720,-80.0,-12.5,1.0,11,0,4
721,-80.0,-10.416666666666668,-1.0,11,1,0
722,-80.0,-10.416666666666668,-0.5,11,1,1
723,-80.0,-10.416666666666668,0.0,11,1,2
724,-80.0,-10.416666666666668,0.5,11,1,3
725,-80.0,-10.416666666666668,1.0,11,1,4
726,-80.0,-8.333333333333334,-1.0,11,2,0
727,-80.0,-8.333333333333334,-0.5,11,2,1
728,-80.0,-8.333333333333334,0.0,11,2,2
729,-80.0,-8.333333333333334,0.5,11,2,3
730,-80.0,-8.333333333333334,1.0,11,2,4
731,-80.0,-6.25,-1.0,11,3,0
732,-80.0,-6.25,-0.5,11,3,1
733,-80.0,-6.25,0.0,11,3,2
734,-80.0,-6.25,0.5,11,3,3
735,-80.0,-6.25,1.0,11,3,4
736,-80.0,-4.166666666666667,-1.0,11,4,0
737,-80.0,-4.166666666666667,-0.5,11,4,1
738,-80.0,-4.166666666666667,0.0,11,4,2
739,-80.0,-4.166666666666667,0.5,11,4,3
740,-80.0,-4.166666666666667,1.0,11,4,4
741,-80.0,-2.0833333333333344,-1.0,11,5,0
742,-80.0,-2.0833333333333344,-0.5,11,5,1
743,-80.0,-2.0833333333333344,0.0,11,5,2
744,-80.0,-2.0833333333333344,0.5,11,5,3
745,-80.0,-2.0833333333333344,1.0,11,5,4
746,-80.0,0.0,-1.0,11,6,0
747,-80.0,0.0,-0.5,11,6,1
748,-80.0,0.0,0.0,11,6,2
749,-80.0,0.0,0.5,11,6,3
750,-80.0,0.0,1.0,11,6,4
751,-80.0,2.0833333333333313,-1.0,11,7,0
752,-80.0,2.0833333333333313,-0.5,11,7,1
753,-80.0,2.0833333333333313,0.0,11,7,2
754,-80.0,2.0833333333333313,0.5,11,7,3
755,-80.0,2.0833333333333313,1.0,11,7,4
756,-80.0,4.166666666666666,-1.0,11,8,0
757,-80.0,4.166666666666666,-0.5,11,8,1
758,-80.0,4.166666666666666,0.0,11,8,2
759,-80.0,4.166666666666666,0.5,11,8,3
760,-80.0,4.166666666666666,1.0,11,8,4
761,-80.0,6.25,-1.0,11,9,0
762,-80.0,6.25,-0.5,11,9,1
763,-80.0,6.25,0.0,11,9,2
764,-80.0,6.25,0.5,11,9,3
765,-80.0,6.25,1.0,11,9,4
766,-80.0,8.333333333333332,-1.0,11,10,0
767,-80.0,8.333333333333332,-0.5,11,10,1
768,-80.0,8.333333333333332,0.0,11,10,2
769,-80.0,8.333333333333332,0.5,11,10,3
770,-80.0,8.333333333333332,1.0,11,10,4
771,-80.0,10.416666666666666,-1.0,11,11,0
772,-80.0,10.416666666666666,-0.5,11,11,1
773,-80.0,10.416666666666666,0.0,11,11,2
774,-80.0,10.416666666666666,0.5,11,11,3
775,-80.0,10.416666666666666,1.0,11,11,4
776,-80.0,12.5,-1.0,11,12,0
777,-80.0,12.5,-0.5,11,12,1
778,-80.0,12.5,0.0,11,12,2
779,-80.0,12.5,0.5,11,12,3
780,-80.0,12.5,1.0,11,12,4
781,-77.5,-12.5,-1.0,12,0,0
782,-77.5,-12.5,-0.5,12,0,1
783,-77.5,-12.5,0.0,12,0,2
784,-77.5,-12.5,0.5,12,0,3
785,-77.5,-12.5,1.0,12,0,4
786,-77.5,-10.416666666666668,-1.0,12,1,0
787,-77.5,-10.416666666666668,-0.5,12,1,1
788,-77.5,-10.416666666666668,0.0,12,1,2
789,-77.5,-10.416666666666668,0.5,12,1,3
790,-77.5,-10.416666666666668,1.0,12,1,4
791,-77.5,-8.333333333333334,-1.0,12,2,0
792,-77.5,-8.333333333333334,-0.5,12,2,1
793,-77.5,-8.333333333333334,0.0,12,2,2
794,-77.5,-8.333333333333334,0.5,12,2,3
795,-77.5,-8.333333333333334,1.0,12,2,4
796,-77.5,-6.25,-1.0,12,3,0
797,-77.5,-6.25,-0.5,12,3,1
798,-77.5,-6.25,0.0,12,3,2
799,-77.5,-6.25,0.5,12,3,3
800,-77.5,-6.25,1.0,12,3,4
801,-77.5,-4.166666666666667,-1.0,12,4,0
802,-77.5,-4.166666666666667,-0.5,12,4,1
803,-77.5,-4.166666666666667,0.0,12,4,2
804,-77.5,-4.166666666666667,0.5,12,4,3
805,-77.5,-4.166666666666667,1.0,12,4,4
806,-77.5,-2.0833333333333344,-1.0,12,5,0
807,-77.5,-2.0833333333333344,-0.5,12,5,1
808,-77.5,-2.0833333333333344,0.0,12,5,2
809,-77.5,-2.0833333333333344,0.5,12,5,3
810,-77.5,-2.0833333333333344,1.0,12,5,4
811,-77.5,0.0,-1.0,12,6,0
812,-77.5,0.0,-0.5,12,6,1
813,-77.5,0.0,0.0,12,6,2
814,-77.5,0.0,0.5,12,6,3
815,-77.5,0.0,1.0,12,6,4
816,-77.5,2.0833333333333313,-1.0,12,7,0
817,-77.5,2.0833333333333313,-0.5,12,7,1
818,-77.5,2.0833333333333313,0.0,12,7,2
819,-77.5,2.0833333333333313,0.5,12,7,3
820,-77.5,2.0833333333333313,1.0,12,7,4
821,-77.5,4.166666666666666,-1.0,12,8,0
822,-77.5,4.166666666666666,-0.5,12,8,1
823,-77.5,4.166666666666666,0.0,12,8,2
824,-77.5,4.166666666666666,0.5,12,8,3
825,-77.5,4.166666666666666,1.0,12,8,4
826,-77.5,6.25,-1.0,12,9,0
827,-77.5,6.25,-0.5,12,9,1
828,-77.5,6.25,0.0,12,9,2
829,-77.5,6.25,0.5,12,9,3
830,-77.5,6.25,1.0,12,9,4
831,-77.5,8.333333333333332,-1.0,12,10,0
832,-77.5,8.333333333333332,-0.5,12,10,1
833,-77.5,8.333333333333332,0.0,12,10,2
834,-77.5,8.333333333333332,0.5,12,10,3
835,-77.5,8.333333333333332,1.0,12,10,4
836,-77.5,10.416666666666666,-1.0,12,11,0
837,-77.5,10.416666666666666,-0.5,12,11,1
838,-77.5,10.416666666666666,0.0,12,11,2
839,-77.5,10.416666666666666,0.5,12,11,3
840,-77.5,10.416666666666666,1.0,12,11,4
841,-77.5,12.5,-1.0,12,12,0
842,-77.5,12.5,-0.5,12,12,1
843,-77.5,12.5,0.0,12,12,2
844,-77.5,12.5,0.5,12,12,3
845,-77.5,12.5,1.0,12,12,4
846,-75.0,-12.5,-1.0,13,0,0
847,-75.0,-12.5,-0.5,13,0,1
848,-75.0,-12.5,0.0,13,0,2
849,-75.0,-12.5,0.5,13,0,3
850,-75.0,-12.5,1.0,13,0,4
851,-75.0,-10.416666666666668,-1.0,13,1,0
852,-75.0,-10.416666666666668,-0.5,13,1,1
853,-75.0,-10.416666666666668,0.0,13,1,2
854,-75.0,-10.416666666666668,0.5,13,1,3
855,-75.0,-10.416666666666668,1.0,13,1,4
856,-75.0,-8.333333333333334,-1.0,13,2,0
857,-75.0,-8.333333333333334,-0.5,13,2,1
858,-75.0,-8.333333333333334,0.0,13,2,2
859,-75.0,-8.333333333333334,0.5,13,2,3
860,-75.0,-8.333333333333334,1.0,13,2,4
861,-75.0,-6.25,-1.0,13,3,0
862,-75.0,-6.25,-0.5,13,3,1
863,-75.0,-6.25,0.0,13,3,2
864,-75.0,-6.25,0.5,13,3,3
865,-75.0,-6.25,1.0,13,3,4
866,-75.0,-4.166666666666667,-1.0,13,4,0
867,-75.0,-4.166666666666667,-0.5,13,4,1
868,-75.0,-4.166666666666667,0.0,13,4,2
869,-75.0,-4.166666666666667,0.5,13,4,3
870,-75.0,-4.166666666666667,1.0,13,4,4
871,-75.0,-2.0833333333333344,-1.0,13,5,0
872,-75.0,-2.0833333333333344,-0.5,13,5,1
873,-75.0,-2.0833333333333344,0.0,13,5,2
874,-75.0,-2.0833333333333344,0.5,13,5,3
875,-75.0,-2.0833333333333344,1.0,13,5,4
876,-75.0,0.0,-1.0,13,6,0
877,-75.0,0.0,-0.5,13,6,1
878,-75.0,0.0,0.0,13,6,2
879,-75.0,0.0,0.5,13,6,3
880,-75.0,0.0,1.0,13,6,4
881,-75.0,2.0833333333333313,-1.0,13,7,0
882,-75.0,2.0833333333333313,-0.5,13,7,1
883,-75.0,2.0833333333333313,0.0,13,7,2
884,-75.0,2.0833333333333313,0.5,13,7,3
885,-75.0,2.0833333333333313,1.0,13,7,4
886,-75.0,4.166666666666666,-1.0,13,8,0
887,-75.0,4.166666666666666,-0.5,13,8,1
888,-75.0,4.166666666666666,0.0,13,8,2
889,-75.0,4.166666666666666,0.5,13,8,3
890,-75.0,4.166666666666666,1.0,13,8,4
891,-75.0,6.25,-1.0,13,9,0
892,-75.0,6.25,-0.5,13,9,1
893,-75.0,6.25,0.0,13,9,2
894,-75.0,6.25,0.5,13,9,3
895,-75.0,6.25,1.0,13,9,4
896,-75.0,8.333333333333332,-1.0,13,10,0
897,-75.0,8.333333333333332,-0.5,13,10,1
898,-75.0,8.333333333333332,0.0,13,10,2
899,-75.0,8.333333333333332,0.5,13,10,3
900,-75.0,8.333333333333332,1.0,13,10,4
901,-75.0,10.416666666666666,-1.0,13,11,0
902,-75.0,10.416666666666666,-0.5,13,11,1
903,-75.0,10.416666666666666,0.0,13,11,2
904,-75.0,10.416666666666666,0.5,13,11,3
905,-75.0,10.416666666666666,1.0,13,11,4
906,-75.0,12.5,-1.0,13,12,0
907,-75.0,12.5,-0.5,13,12,1
908,-75.0,12.5,0.0,13,12,2
909,-75.0,12.5,0.5,13,12,3
910,-75.0,12.5,1.0,13,12,4
911,-72.5,-12.5,-1.0,14,0,0
912,-72.5,-12.5,-0.5,14,0,1
913,-72.5,-12.5,0.0,14,0,2
914,-72.5,-12.5,0.5,14,0,3
915,-72.5,-12.5,1.0,14,0,4
916,-72.5,-10.416666666666668,-1.0,14,1,0
917,-72.5,-10.416666666666668,-0.5,14,1,1
918,-72.5,-10.416666666666668,0.0,14,1,2
919,-72.5,-10.416666666666668,0.5,14,1,3
920,-72.5,-10.416666666666668,1.0,14,1,4
921,-72.5,-8.333333333333334,-1.0,14,2,0
922,-72.5,-8.333333333333334,-0.5,14,2,1
923,-72.5,-8.333333333333334,0.0,14,2,2
924,-72.5,-8.333333333333334,0.5,14,2,3
925,-72.5,-8.333333333333334,1.0,14,2,4
926,-72.5,-6.25,-1.0,14,3,0
927,-72.5,-6.25,-0.5,14,3,1
928,-72.5,-6.25,0.0,14,3,2
929,-72.5,-6.25,0.5,14,3,3
930,-72.5,-6.25,1.0,14,3,4
931,-72.5,-4.166666666666667,-1.0,14,4,0
932,-72.5,-4.166666666666667,-0.5,14,4,1
933,-72.5,-4.166666666666667,0.0,14,4,2
934,-72.5,-4.166666666666667,0.5,14,4,3
935,-72.5,-4.166666666666667,1.0,14,4,4
936,-72.5,-2.0833333333333344,-1.0,14,5,0
937,-72.5,-2.0833333333333344,-0.5,14,5,1
938,-72.5,-2.0833333333333344,0.0,14,5,2
939,-72.5,-2.0833333333333344,0.5,14,5,3
940,-72.5,-2.0833333333333344,1.0,14,5,4
941,-72.5,0.0,-1.0,14,6,0
942,-72.5,0.0,-0.5,14,6,1
943,-72.5,0.0,0.0,14,6,2
944,-72.5,0.0,0.5,14,6,3
945,-72.5,0.0,1.0,14,6,4
946,-72.5,2.0833333333333313,-1.0,14,7,0
947,-72.5,2.0833333333333313,-0.5,14,7,1
948,-72.5,2.0833333333333313,0.0,14,7,2
949,-72.5,2.0833333333333313,0.5,14,7,3
950,-72.5,2.0833333333333313,1.0,14,7,4
951,-72.5,4.166666666666666,-1.0,14,8,0
952,-72.5,4.166666666666666,-0.5,14,8,1
953,-72.5,4.166666666666666,0.0,14,8,2
954,-72.5,4.166666666666666,0.5,14,8,3
955,-72.5,4.166666666666666,1.0,14,8,4
956,-72.5,6.25,-1.0,14,9,0
957,-72.5,6.25,-0.5,14,9,1
958,-72.5,6.25,0.0,14,9,2
959,-72.5,6.25,0.5,14,9,3
960,-72.5,6.25,1.0,14,9,4
961,-72.5,8.333333333333332,-1.0,14,10,0
962,-72.5,8.333333333333332,-0.5,14,10,1
963,-72.5,8.333333333333332,0.0,14,10,2
964,-72.5,8.333333333333332,0.5,14,10,3
965,-72.5,8.333333333333332,1.0,14,10,4
966,-72.5,10.416666666666666,-1.0,14,11,0
967,-72.5,10.416666666666666,-0.5,14,11,1
968,-72.5,10.416666666666666,0.0,14,11,2
969,-72.5,10.416666666666666,0.5,14,11,3
970,-72.5,10.416666666666666,1.0,14,11,4
971,-72.5,12.5,-1.0,14,12,0
972,-72.5,12.5,-0.5,14,12,1
973,-72.5,12.5,0.0,14,12,2
974,-72.5,12.5,0.5,14,12,3
975,-72.5,12.5,1.0,14,12,4
976,-70.75,-12.454687499999999,-1.0,15,0,0
977,-70.75,-12.454687499999999,-0.5,15,0,1
978,-70.75,-12.454687499999999,0.0,15,0,2
979,-70.75,-12.454687499999999,0.5,15,0,3
980,-70.75,-12.454687499999999,1.0,15,0,4
981,-70.75,-10.37890625,-1.0,15,1,0
982,-70.75,-10.37890625,-0.5,15,1,1
983,-70.75,-10.37890625,0.0,15,1,2
984,-70.75,-10.37890625,0.5,15,1,3
985,-70.75,-10.37890625,1.0,15,1,4
986,-70.75,-8.303125,-1.0,15,2,0
987,-70.75,-8.303125,-0.5,15,2,1
988,-70.75,-8.303125,0.0,15,2,2
989,-70.75,-8.303125,0.5,15,2,3
990,-70.75,-8.303125,1.0,15,2,4
991,-70.75,-6.227343749999999,-1.0,15,3,0
992,-70.75,-6.227343749999999,-0.5,15,3,1
993,-70.75,-6.227343749999999,0.0,15,3,2
994,-70.75,-6.227343749999999,0.5,15,3,3
995,-70.75,-6.227343749999999,1.0,15,3,4
996,-70.75,-4.1515625,-1.0,15,4,0
997,-70.75,-4.1515625,-0.5,15,4,1
998,-70.75,-4.1515625,0.0,15,4,2
999,-70.75,-4.1515625,0.5,15,4,3
1000,-70.75,-4.1515625,1.0,15,4,4
1001,-70.75,-2.075781250000001,-1.0,15,5,0
1002,-70.75,-2.075781250000001,-0.5,15,5,1
1003,-70.75,-2.075781250000001,0.0,15,5,2
1004,-70.75,-2.075781250000001,0.5,15,5,3
1005,-70.75,-2.075781250000001,1.0,15,5,4
1006,-70.75,0.0,-1.0,15,6,0
1007,-70.75,0.0,-0.5,15,6,1
1008,-70.75,0.0,0.0,15,6,2
1009,-70.75,0.0,0.5,15,6,3
1010,-70.75,0.0,1.0,15,6,4
1011,-70.75,2.075781249999998,-1.0,15,7,0
1012,-70.75,2.075781249999998,-0.5,15,7,1
1013,-70.75,2.075781249999998,0.0,15,7,2
1014,-70.75,2.075781249999998,0.5,15,7,3
1015,-70.75,2.075781249999998,1.0,15,7,4
1016,-70.75,4.151562499999999,-1.0,15,8,0
1017,-70.75,4.151562499999999,-0.5,15,8,1
1018,-70.75,4.151562499999999,0.0,15,8,2
1019,-70.75,4.151562499999999,0.5,15,8,3
1020,-70.75,4.151562499999999,1.0,15,8,4
1021,-70.75,6.227343749999999,-1.0,15,9,0
1022,-70.75,6.227343749999999,-0.5,15,9,1
1023,-70.75,6.227343749999999,0.0,15,9,2
1024,-70.75,6.227343749999999,0.5,15,9,3
1025,-70.75,6.227343749999999,1.0,15,9,4
1026,-70.75,8.303124999999998,-1.0,15,10,0
1027,-70.75,8.303124999999998,-0.5,15,10,1
1028,-70.75,8.303124999999998,0.0,15,10,2
1029,-70.75,8.303124999999998,0.5,15,10,3
1030,-70.75,8.303124999999998,1.0,15,10,4
1031,-70.75,10.378906249999998,-1.0,15,11,0
1032,-70.75,10.378906249999998,-0.5,15,11,1
1033,-70.75,10.378906249999998,0.0,15,11,2
1034,-70.75,10.378906249999998,0.5,15,11,3
1035,-70.75,10.378906249999998,1.0,15,11,4
1036,-70.75,12.454687499999999,-1.0,15,12,0
1037,-70.75,12.454687499999999,-0.5,15,12,1
1038,-70.75,12.454687499999999,0.0,15,12,2
1039,-70.75,12.454687499999999,0.5,15,12,3
1040,-70.75,12.454687499999999,1.0,15,12,4
1041,-69.0,-12.325,-1.0,16,0,0
1042,-69.0,-12.325,-0.5,16,0,1
1043,-69.0,-12.325,0.0,16,0,2
1044,-69.0,-12.325,0.5,16,0,3
1045,-69.0,-12.325,1.0,16,0,4
1046,-69.0,-10.270833333333334,-1.0,16,1,0
1047,-69.0,-10.270833333333334,-0.5,16,1,1
1048,-69.0,-10.270833333333334,0.0,16,1,2
1049,-69.0,-10.270833333333334,0.5,16,1,3
1050,-69.0,-10.270833333333334,1.0,16,1,4
1051,-69.0,-8.216666666666667,-1.0,16,2,0
1052,-69.0,-8.216666666666667,-0.5,16,2,1
1053,-69.0,-8.216666666666667,0.0,16,2,2
1054,-69.0,-8.216666666666667,0.5,16,2,3
1055,-69.0,-8.216666666666667,1.0,16,2,4
1056,-69.0,-6.1625,-1.0,16,3,0
1057,-69.0,-6.1625,-0.5,16,3,1
1058,-69.0,-6.1625,0.0,16,3,2
1059,-69.0,-6.1625,0.5,16,3,3
1060,-69.0,-6.1625,1.0,16,3,4
1061,-69.0,-4.108333333333333,-1.0,16,4,0
1062,-69.0,-4.108333333333333,-0.5,16,4,1
1063,-69.0,-4.108333333333333,0.0,16,4,2
1064,-69.0,-4.108333333333333,0.5,16,4,3
1065,-69.0,-4.108333333333333,1.0,16,4,4
1066,-69.0,-2.0541666666666676,-1.0,16,5,0
1067,-69.0,-2.0541666666666676,-0.5,16,5,1
1068,-69.0,-2.0541666666666676,0.0,16,5,2
1069,-69.0,-2.0541666666666676,0.5,16,5,3
1070,-69.0,-2.0541666666666676,1.0,16,5,4
1071,-69.0,0.0,-1.0,16,6,0
1072,-69.0,0.0,-0.5,16,6,1
1073,-69.0,0.0,0.0,16,6,2
1074,-69.0,0.0,0.5,16,6,3
1075,-69.0,0.0,1.0,16,6,4
1076,-69.0,2.054166666666665,-1.0,16,7,0
1077,-69.0,2.054166666666665,-0.5,16,7,1
1078,-69.0,2.054166666666665,0.0,16,7,2
1079,-69.0,2.054166666666665,0.5,16,7,3
1080,-69.0,2.054166666666665,1.0,16,7,4
1081,-69.0,4.1083333333333325,-1.0,16,8,0
1082,-69.0,4.1083333333333325,-0.5,16,8,1
1083,-69.0,4.1083333333333325,0.0,16,8,2
1084,-69.0,4.1083333333333325,0.5,16,8,3
1085,-69.0,4.1083333333333325,1.0,16,8,4
1086,-69.0,6.1625,-1.0,16,9,0
1087,-69.0,6.1625,-0.5,16,9,1
1088,-69.0,6.1625,0.0,16,9,2
1089,-69.0,6.1625,0.5,16,9,3
1090,-69.0,6.1625,1.0,16,9,4
1091,-69.0,8.216666666666665,-1.0,16,10,0
1092,-69.0,8.216666666666665,-0.5,16,10,1
1093,-69.0,8.216666666666665,0.0,16,10,2
1094,-69.0,8.216666666666665,0.5,16,10,3
1095,-69.0,8.216666666666665,1.0,16,10,4
1096,-69.0,10.270833333333332,-1.0,16,11,0
1097,-69.0,10.270833333333332,-0.5,16,11,1
1098,-69.0,10.270833333333332,0.0,16,11,2
1099,-69.0,10.270833333333332,0.5,16,11,3
1100,-69.0,10.270833333333332,1.0,16,11,4
1101,-69.0,12.325,-1.0,16,12,0
1102,-69.0,12.325,-0.5,16,12,1
1103,-69.0,12.325,0.0,16,12,2
1104,-69.0,12.325,0.5,16,12,3
1105,-69.0,12.325,1.0,16,12,4
1106,-67.25,-12.1203125,-1.0,17,0,0
1107,-67.25,-12.1203125,-0.5,17,0,1
1108,-67.25,-12.1203125,0.0,17,0,2
1109,-67.25,-12.1203125,0.5,17,0,3
1110,-67.25,-12.1203125,1.0,17,0,4
1111,-67.25,-10.100260416666668,-1.0,17,1,0
1112,-67.25,-10.100260416666668,-0.5,17,1,1
1113,-67.25,-10.100260416666668,0.0,17,1,2
1114,-67.25,-10.100260416666668,0.5,17,1,3
1115,-67.25,-10.100260416666668,1.0,17,1,4
1116,-67.25,-8.080208333333335,-1.0,17,2,0
1117,-67.25,-8.080208333333335,-0.5,17,2,1
1118,-67.25,-8.080208333333335,0.0,17,2,2
1119,-67.25,-8.080208333333335,0.5,17,2,3
1120,-67.25,-8.080208333333335,1.0,17,2,4
1121,-67.25,-6.06015625,-1.0,17,3,0
1122,-67.25,-6.06015625,-0.5,17,3,1
1123,-67.25,-6.06015625,0.0,17,3,2
1124,-67.25,-6.06015625,0.5,17,3,3
1125,-67.25,-6.06015625,1.0,17,3,4
1126,-67.25,-4.0401041666666675,-1.0,17,4,0
1127,-67.25,-4.0401041666666675,-0.5,17,4,1
1128,-67.25,-4.0401041666666675,0.0,17,4,2
